policy_id,issue_age,gender,risk_class,product,face_amount,issue_date
4247,36,M,Standard,Term10,57600,2021-01-16
4248,32,M,Preferred,Term10,79200,2021-09-22
4249,62,F,Standard,Term10,82100,2020-06-21
4250,40,M,Standard,Term10,35600,2022-03-23
4251,42,M,Standard,Term10,52700,2023-04-18
4252,40,M,Standard,Term20,64200,2018-06-22
4253,65,F,Preferred,Term10,84900,2022-01-20
4254,38,M,Standard,Term10,85800,2023-07-01
4255,39,F,Standard,Term10,66100,2019-01-08
4256,38,M,Preferred,Term10,43000,2020-08-25
4257,38,F,Preferred,Term20,41700,2021-01-03
4258,28,F,Standard,Term10,29300,2022-10-16
4259,49,M,Standard,Term10,85400,2022-04-22
4260,26,M,Preferred,Term20,41400,2023-07-13
4261,34,M,Standard,Term20,53400,2021-05-06
4262,33,M,Standard,Term10,69100,2023-11-01
4263,36,M,Standard,Term10,60000,2021-10-19
4264,56,F,Standard,Term20,59700,2019-12-17
4265,49,M,Preferred,Term20,34800,2022-09-20
4266,65,F,Standard,Term20,70400,2020-12-05
4267,39,M,Standard,Term10,49600,2021-03-14
4268,63,M,Standard,Term20,56800,2021-04-16
4269,26,M,Standard,Term10,119900,2018-10-24
4270,45,M,Standard,Term10,81100,2021-01-06
4271,57,F,Preferred,Term20,42500,2018-03-20
4272,46,M,Standard,Term20,54800,2020-09-20
4273,63,M,Standard,Term10,156300,2021-05-17
4274,37,F,Standard,Term10,49800,2021-04-03
4275,26,F,Preferred,Term20,61300,2018-04-04
4276,56,M,Standard,Term10,89200,2023-10-17
4277,27,F,Preferred,Term10,68100,2022-06-18
4278,56,M,Preferred,Term10,47900,2019-01-19
4279,55,M,Standard,Term10,38300,2020-07-22
4280,59,M,Preferred,Term20,59500,2018-10-12
4281,44,F,Standard,Term10,88900,2020-02-09
4282,61,M,Preferred,Term10,132300,2022-01-26
4283,31,F,Preferred,Term20,24900,2023-08-20
4284,42,M,Standard,Term10,172400,2021-11-15
4285,29,F,Standard,Term20,50400,2019-01-16
4286,56,M,Standard,Term10,104300,2023-08-22
4287,54,M,Standard,Term20,38500,2021-10-09
4288,58,F,Preferred,Term20,22800,2022-02-13
4289,56,M,Preferred,Term20,27200,2022-04-02
4290,37,F,Standard,Term10,49100,2020-07-23
4291,27,F,Preferred,Term20,82000,2018-08-15
4292,63,F,Preferred,Term20,61000,2021-07-26
4293,45,M,Standard,Term10,51500,2023-03-09
4294,28,F,Standard,Term10,117100,2023-11-12
4295,63,F,Preferred,Term10,59900,2023-06-02
4296,65,M,Preferred,Term10,70800,2020-07-28
4297,43,F,Preferred,Term10,387200,2023-07-10
4298,56,F,Standard,Term20,59600,2018-07-05
4299,26,F,Standard,Term20,39400,2019-04-18
4300,28,F,Standard,Term10,79900,2021-04-24
4301,36,F,Standard,Term20,93000,2019-02-04
4302,51,F,Standard,Term20,71700,2018-09-15
4303,30,M,Preferred,Term10,65800,2019-04-14
4304,26,F,Standard,Term20,145700,2023-01-04
4305,52,M,Preferred,Term20,135200,2020-01-08
4306,56,M,Standard,Term10,55800,2019-12-18
4307,55,F,Standard,Term10,40700,2021-06-28
4308,57,M,Preferred,Term10,77500,2020-08-04
4309,57,F,Preferred,Term20,40600,2020-07-18
4310,49,M,Standard,Term10,101800,2023-11-25
4311,46,M,Preferred,Term10,77200,2021-11-22
4312,60,M,Standard,Term10,297200,2018-10-23
4313,39,F,Standard,Term10,144900,2023-12-26
4314,29,M,Standard,Term10,31300,2018-03-19
4315,55,F,Preferred,Term20,43900,2022-06-02
4316,36,M,Standard,Term10,19000,2018-04-07
4317,65,M,Preferred,Term20,16600,2019-10-12
4318,41,M,Standard,Term10,64100,2023-04-27
4319,59,M,Standard,Term10,29300,2019-10-06
4320,26,F,Preferred,Term10,160300,2023-03-24
4321,52,M,Standard,Term10,119900,2019-09-18
4322,43,F,Standard,Term20,50900,2020-01-21
4323,43,M,Standard,Term20,49200,2023-10-03
4324,35,F,Standard,Term10,146000,2022-10-11
4325,64,F,Standard,Term20,167500,2019-07-13
4326,41,M,Standard,Term20,34200,2022-07-14
4327,59,M,Standard,Term10,31700,2020-06-25
4328,42,F,Standard,Term20,50000,2018-08-10
4329,26,M,Standard,Term20,77600,2019-07-25
4330,61,F,Standard,Term20,44000,2019-06-24
4331,32,F,Standard,Term10,78500,2020-07-18
4332,36,F,Standard,Term10,192900,2023-02-09
4333,60,F,Preferred,Term10,25800,2021-06-03
4334,61,F,Standard,Term10,45800,2018-06-07
4335,62,F,Standard,Term10,26100,2021-11-17
4336,42,M,Standard,Term20,36200,2021-04-07
4337,56,F,Standard,Term10,50200,2020-12-26
4338,38,M,Standard,Term10,38700,2019-11-12
4339,55,M,Preferred,Term10,81800,2022-10-08
4340,45,F,Standard,Term10,65600,2021-09-18
4341,27,F,Standard,Term10,71600,2020-04-05
4342,42,F,Preferred,Term20,49800,2019-02-24
4343,44,M,Standard,Term20,52600,2018-10-16
4344,35,M,Preferred,Term10,48500,2019-09-26
4345,40,F,Preferred,Term20,51600,2021-10-24
4346,45,M,Standard,Term20,77000,2018-07-03
4347,27,F,Standard,Term20,18900,2018-11-26
4348,31,M,Standard,Term20,71200,2023-01-02
4349,56,F,Preferred,Term10,35600,2019-02-23
4350,39,M,Standard,Term10,48900,2018-01-11
4351,49,M,Preferred,Term20,23500,2023-04-10
4352,48,F,Standard,Term10,48300,2020-02-23
4353,47,F,Standard,Term10,70700,2018-01-08
4354,41,F,Standard,Term10,78800,2020-10-26
4355,44,F,Standard,Term10,29400,2018-02-02
4356,58,M,Standard,Term10,76500,2019-10-05
4357,64,F,Preferred,Term10,118600,2023-08-11
4358,35,M,Standard,Term20,44500,2022-08-09
4359,52,F,Preferred,Term10,59900,2020-02-25
4360,64,M,Preferred,Term20,17300,2020-01-26
4361,25,M,Standard,Term10,35000,2021-02-12
4362,57,M,Standard,Term10,70400,2021-04-17
4363,45,F,Standard,Term20,106200,2022-12-10
4364,64,F,Standard,Term10,41800,2021-05-12
4365,48,M,Preferred,Term10,297000,2018-03-10
4366,59,F,Preferred,Term20,72300,2023-04-07
4367,31,F,Preferred,Term10,27900,2020-05-20
4368,30,F,Standard,Term10,129600,2022-07-04
4369,62,F,Standard,Term20,28200,2022-10-09
4370,46,M,Standard,Term10,72900,2019-01-04
4371,47,M,Preferred,Term20,34300,2021-10-13
4372,31,F,Standard,Term10,26500,2022-01-19
4373,34,M,Standard,Term10,106600,2020-04-15
4374,58,F,Standard,Term10,51200,2022-08-21
4375,37,M,Standard,Term20,168600,2021-02-17
4376,48,M,Standard,Term10,32500,2023-04-11
4377,37,F,Standard,Term20,23500,2023-08-26
4378,35,F,Preferred,Term20,44900,2023-09-17
4379,31,F,Preferred,Term10,339200,2019-01-02
4380,63,F,Standard,Term10,98800,2022-10-05
4381,63,M,Preferred,Term20,83500,2022-05-19
4382,29,F,Standard,Term20,85100,2020-08-01
4383,39,M,Preferred,Term10,44800,2019-03-05
4384,48,M,Standard,Term20,307900,2019-12-03
4385,40,F,Standard,Term10,78800,2021-10-23
4386,54,M,Standard,Term20,74500,2023-08-03
4387,35,F,Standard,Term20,108100,2023-03-06
4388,27,M,Standard,Term10,27900,2023-10-28
4389,38,F,Preferred,Term10,35300,2023-05-04
4390,49,M,Preferred,Term10,51700,2018-08-07
4391,32,M,Standard,Term10,108500,2023-08-23
4392,58,M,Standard,Term20,27500,2021-10-04
4393,25,M,Preferred,Term10,57500,2018-11-07
4394,27,F,Standard,Term20,52800,2018-05-23
4395,45,F,Standard,Term20,23300,2019-01-01
4396,46,M,Standard,Term20,44100,2019-06-11
4397,37,F,Standard,Term10,82900,2018-05-08
4398,35,M,Standard,Term20,24600,2020-05-06
4399,27,F,Standard,Term10,139600,2021-06-11
4400,52,F,Standard,Term10,79300,2019-07-07
4401,40,M,Preferred,Term10,73700,2022-08-22
4402,29,F,Preferred,Term20,60200,2022-05-04
4403,41,M,Preferred,Term10,31100,2020-08-12
4404,63,M,Standard,Term10,40500,2018-12-03
4405,35,M,Preferred,Term10,74400,2019-08-03
4406,61,F,Preferred,Term20,40500,2021-08-20
4407,35,M,Standard,Term10,67100,2020-04-13
4408,32,M,Standard,Term20,34900,2021-05-13
4409,35,M,Standard,Term20,78500,2023-01-08
4410,38,M,Standard,Term10,82100,2022-07-05
4411,29,F,Preferred,Term10,22500,2021-01-25
4412,49,F,Preferred,Term10,62300,2018-10-23
4413,38,M,Preferred,Term10,24000,2022-12-13
4414,54,M,Preferred,Term20,19600,2019-10-01
4415,45,M,Standard,Term10,41900,2020-02-26
4416,43,M,Preferred,Term20,320700,2022-08-13
4417,44,F,Preferred,Term20,95300,2022-06-06
4418,31,M,Standard,Term20,138000,2022-01-04
4419,54,M,Standard,Term10,86300,2019-09-28
4420,29,F,Standard,Term20,67700,2020-11-01
4421,54,F,Standard,Term20,102500,2020-06-11
4422,65,M,Standard,Term10,40800,2020-11-16
4423,56,M,Standard,Term20,79400,2022-01-09
4424,43,F,Standard,Term10,121300,2023-11-05
4425,37,M,Standard,Term20,91100,2020-09-19
4426,60,M,Standard,Term20,126200,2019-09-02
4427,35,F,Preferred,Term20,66800,2023-07-28
4428,44,F,Preferred,Term20,165300,2018-01-14
4429,56,F,Preferred,Term20,52800,2020-06-21
4430,62,M,Standard,Term10,213300,2023-12-24
4431,62,M,Standard,Term10,84500,2023-06-23
4432,28,M,Preferred,Term20,47600,2022-01-14
4433,61,F,Standard,Term20,29500,2023-06-03
4434,29,F,Preferred,Term20,36900,2019-02-03
4435,48,M,Preferred,Term10,33700,2018-06-10
4436,63,F,Standard,Term10,56800,2023-08-09
4437,51,M,Standard,Term20,27900,2020-01-25
4438,63,M,Standard,Term20,130000,2019-06-13
4439,39,F,Standard,Term10,64000,2020-07-28
4440,37,M,Standard,Term10,62400,2022-10-08
4441,38,M,Preferred,Term20,29800,2020-01-28
4442,39,M,Standard,Term20,37700,2021-08-10
4443,52,F,Standard,Term10,15800,2021-08-28
4444,43,M,Standard,Term10,158100,2020-01-15
4445,55,M,Standard,Term10,25600,2023-02-01
4446,42,F,Standard,Term10,26800,2023-08-27
4447,37,M,Preferred,Term10,139800,2020-11-06
4448,32,M,Standard,Term10,75500,2022-11-23
4449,47,F,Preferred,Term20,64400,2022-10-23
4450,61,F,Standard,Term10,73400,2018-11-06
4451,60,F,Standard,Term20,106100,2023-08-16
4452,35,M,Preferred,Term10,63600,2022-02-22
4453,44,F,Preferred,Term10,23700,2023-07-27
4454,53,M,Preferred,Term10,93000,2022-05-12
4455,50,M,Standard,Term10,77100,2023-04-12
4456,27,M,Preferred,Term20,120900,2021-02-23
4457,49,M,Standard,Term20,28300,2018-01-14
4458,26,M,Standard,Term20,38700,2019-10-18
4459,29,M,Preferred,Term20,75800,2018-03-04
4460,51,M,Standard,Term20,34000,2019-08-20
4461,29,M,Preferred,Term20,14600,2021-04-10
4462,38,F,Standard,Term10,67400,2023-06-11
4463,49,F,Standard,Term20,102400,2022-05-26
4464,51,M,Standard,Term10,55400,2020-04-20
4465,43,F,Preferred,Term10,83200,2020-06-16
4466,28,F,Preferred,Term20,76300,2021-10-16
4467,57,F,Standard,Term20,60300,2020-07-24
4468,63,M,Standard,Term10,65000,2021-10-18
4469,61,M,Standard,Term20,134500,2023-11-06
4470,55,M,Standard,Term10,33600,2018-06-16
4471,41,M,Preferred,Term20,95200,2020-10-18
4472,60,M,Standard,Term20,29500,2018-02-02
4473,45,F,Standard,Term10,37200,2023-07-04
4474,30,M,Standard,Term20,122700,2019-06-14
4475,59,F,Standard,Term20,29000,2021-01-17
4476,38,F,Preferred,Term20,51800,2018-11-02
4477,63,M,Preferred,Term20,246900,2020-09-13
4478,40,F,Standard,Term20,110800,2023-08-05
4479,60,M,Preferred,Term10,38500,2023-09-19
4480,47,F,Standard,Term20,42600,2018-10-14
4481,44,F,Preferred,Term10,54100,2021-10-03
4482,37,F,Standard,Term10,131600,2019-04-12
4483,59,M,Standard,Term10,32800,2022-06-27
4484,27,M,Preferred,Term10,31700,2021-05-02
4485,44,M,Standard,Term20,91900,2022-11-12
4486,40,M,Preferred,Term20,21800,2023-02-04
4487,47,M,Standard,Term20,34700,2020-11-26
4488,35,F,Standard,Term10,56900,2018-05-14
4489,52,M,Preferred,Term10,58700,2019-10-18
4490,40,M,Standard,Term10,26400,2019-03-28
4491,32,F,Standard,Term10,74000,2018-11-02
4492,33,M,Standard,Term10,83500,2022-07-14
4493,53,M,Standard,Term10,40200,2023-12-02
4494,35,F,Preferred,Term20,162200,2021-05-22
4495,37,F,Standard,Term10,73400,2021-12-17
4496,50,F,Preferred,Term20,32800,2021-11-13
4497,38,M,Standard,Term20,158300,2023-01-09
4498,40,F,Standard,Term20,43700,2018-05-06
4499,35,M,Standard,Term10,66700,2021-05-26
4500,39,M,Standard,Term10,44700,2023-03-01
4501,53,M,Preferred,Term20,87100,2018-11-04
4502,46,F,Standard,Term10,44900,2021-02-11
4503,65,M,Standard,Term10,46500,2018-04-11
4504,56,M,Preferred,Term20,54400,2023-04-26
4505,25,M,Standard,Term20,44300,2021-06-09
4506,40,M,Standard,Term20,113900,2023-09-10
4507,36,M,Preferred,Term10,28200,2019-01-07
4508,49,M,Standard,Term10,58600,2022-08-11
4509,35,M,Preferred,Term20,63200,2022-05-08
4510,64,F,Preferred,Term10,55600,2018-08-20
4511,37,F,Standard,Term10,107000,2022-01-23
4512,46,F,Standard,Term10,24300,2022-11-21
4513,30,F,Standard,Term20,84200,2021-07-23
4514,62,F,Preferred,Term10,28400,2021-04-18
4515,62,F,Standard,Term20,44100,2022-10-20
4516,57,M,Preferred,Term10,26700,2018-06-10
4517,39,F,Standard,Term10,49100,2020-05-28
4518,27,M,Standard,Term20,42300,2019-03-27
4519,54,F,Standard,Term20,160000,2023-06-02
4520,42,M,Standard,Term20,69200,2019-03-10
4521,65,M,Standard,Term20,78000,2018-09-20
4522,53,F,Standard,Term10,30800,2023-05-09
4523,47,M,Preferred,Term10,93300,2020-02-15
4524,65,M,Standard,Term10,160000,2022-09-24
4525,57,F,Preferred,Term10,100900,2019-11-25
4526,43,M,Standard,Term20,27200,2022-11-27
4527,25,M,Preferred,Term20,45300,2023-06-19
4528,28,F,Standard,Term10,63900,2022-04-27
4529,43,F,Preferred,Term10,42300,2019-03-19
4530,48,M,Standard,Term20,273700,2021-05-15
4531,26,M,Standard,Term10,44800,2022-02-06
4532,30,F,Standard,Term10,58300,2023-11-25
4533,53,M,Standard,Term10,41800,2019-03-08
4534,55,M,Standard,Term10,68800,2019-10-06
4535,26,M,Standard,Term10,137200,2020-05-22
4536,45,F,Preferred,Term10,64100,2019-09-25
4537,28,M,Standard,Term10,52500,2022-11-28
4538,54,M,Standard,Term10,31400,2021-05-22
4539,59,M,Preferred,Term10,123700,2020-12-27
4540,60,M,Preferred,Term10,54900,2022-05-12
4541,49,F,Standard,Term10,53500,2019-04-03
4542,50,M,Standard,Term10,14700,2023-09-07
4543,62,M,Standard,Term20,55500,2021-02-05
4544,50,M,Standard,Term20,47100,2023-02-22
4545,43,F,Standard,Term10,20000,2021-05-12
4546,55,F,Preferred,Term10,108400,2022-07-13
4547,49,F,Preferred,Term20,43400,2019-06-26
4548,59,M,Standard,Term10,186700,2019-01-28
4549,46,M,Standard,Term20,139900,2021-07-05
4550,60,M,Standard,Term20,38900,2019-08-24
4551,26,M,Standard,Term10,136200,2018-04-18
4552,26,F,Standard,Term10,157400,2020-07-23
4553,29,F,Standard,Term10,42800,2019-05-27
4554,47,M,Standard,Term10,32200,2021-01-10
4555,54,F,Preferred,Term10,16400,2021-09-23
4556,33,F,Standard,Term20,75200,2021-06-20
4557,31,M,Standard,Term10,33400,2022-12-19
4558,60,F,Standard,Term20,76600,2018-03-22
4559,55,M,Standard,Term20,42600,2022-01-22
4560,51,M,Standard,Term10,37500,2020-10-12
4561,45,M,Standard,Term20,42700,2022-11-26
4562,42,F,Standard,Term20,27400,2022-11-03
4563,25,F,Preferred,Term10,42700,2019-12-06
4564,32,M,Preferred,Term20,38500,2019-04-21
4565,61,F,Standard,Term20,59400,2022-09-13
4566,38,M,Standard,Term10,63700,2021-01-09
4567,53,M,Standard,Term10,31500,2019-06-15
4568,53,M,Standard,Term10,115900,2019-11-04
4569,37,F,Preferred,Term20,54400,2023-08-01
4570,33,F,Standard,Term20,147500,2021-11-02
4571,53,M,Preferred,Term10,69200,2023-12-25
4572,28,F,Preferred,Term10,62400,2022-10-10
4573,45,F,Standard,Term10,44600,2019-09-26
4574,61,F,Standard,Term20,86600,2019-05-15
4575,54,M,Standard,Term10,61100,2023-07-09
4576,56,F,Standard,Term10,100200,2022-01-02
4577,28,M,Standard,Term10,156800,2021-07-04
4578,33,M,Preferred,Term20,38700,2022-12-16
4579,36,M,Standard,Term10,86500,2020-02-18
4580,36,F,Standard,Term10,85100,2019-06-26
4581,32,F,Standard,Term10,78800,2022-11-06
4582,64,F,Standard,Term10,46200,2023-05-17
4583,31,F,Standard,Term10,46700,2023-08-03
4584,54,F,Preferred,Term10,42200,2022-10-15
4585,49,F,Standard,Term20,41700,2023-10-05
4586,50,F,Standard,Term10,36200,2021-09-07
4587,33,F,Standard,Term10,56200,2019-01-12
4588,37,F,Standard,Term10,38000,2018-01-13
4589,49,F,Standard,Term10,77800,2019-10-04
4590,37,M,Preferred,Term10,62000,2020-12-17
4591,53,M,Standard,Term10,66300,2018-04-12
4592,26,F,Preferred,Term10,50800,2019-07-25
4593,27,M,Preferred,Term10,62400,2023-01-18
4594,54,F,Standard,Term20,51600,2019-03-25
4595,50,F,Standard,Term10,95600,2020-06-01
4596,26,F,Preferred,Term10,45900,2021-01-13
4597,61,F,Preferred,Term20,75000,2023-08-24
4598,25,M,Standard,Term10,27300,2023-07-06
4599,64,M,Standard,Term20,91800,2022-02-07
4600,54,F,Standard,Term10,42800,2018-08-20
4601,65,F,Preferred,Term20,34600,2018-06-01
4602,63,M,Preferred,Term20,30200,2022-02-27
4603,37,F,Preferred,Term10,28800,2023-03-27
4604,56,M,Standard,Term20,44900,2021-07-27
4605,33,F,Standard,Term10,147100,2023-10-22
4606,44,F,Preferred,Term20,40700,2022-06-28
4607,34,F,Standard,Term10,15900,2020-08-28
4608,44,M,Preferred,Term10,74600,2023-06-08
4609,60,M,Standard,Term10,30700,2022-11-05
4610,42,F,Preferred,Term20,97600,2020-12-24
4611,28,F,Preferred,Term20,46500,2021-06-13
4612,38,M,Standard,Term20,50800,2021-04-02
4613,57,M,Standard,Term10,122800,2018-07-13
4614,46,F,Preferred,Term10,86700,2019-11-01
4615,47,M,Standard,Term10,28300,2019-08-17
4616,42,F,Preferred,Term10,31000,2019-05-19
4617,37,M,Standard,Term10,20500,2021-10-02
4618,49,M,Standard,Term20,285500,2021-03-04
4619,50,M,Standard,Term20,35700,2023-04-26
4620,61,F,Preferred,Term10,120800,2018-02-11
4621,50,F,Preferred,Term10,43500,2022-11-02
4622,65,M,Preferred,Term20,31300,2019-12-01
4623,58,M,Preferred,Term20,60700,2020-12-12
4624,28,F,Standard,Term20,49200,2018-01-03
4625,41,M,Preferred,Term10,96900,2018-11-04
4626,40,F,Standard,Term10,97600,2018-03-06
4627,25,F,Standard,Term10,42000,2019-12-20
4628,32,M,Standard,Term20,25200,2020-05-16
4629,56,M,Standard,Term20,29200,2019-04-22
4630,39,F,Preferred,Term20,15200,2018-08-10
4631,31,M,Standard,Term10,50800,2020-10-03
4632,36,F,Preferred,Term10,59500,2018-05-16
4633,36,M,Preferred,Term10,30200,2022-10-28
4634,32,F,Standard,Term20,28100,2022-01-19
4635,29,M,Standard,Term10,59300,2018-11-07
4636,56,F,Preferred,Term20,41000,2021-07-01
4637,58,F,Standard,Term10,52700,2023-07-03
4638,45,M,Preferred,Term10,48000,2023-11-24
4639,50,F,Standard,Term10,69500,2018-01-09
4640,62,F,Standard,Term10,42700,2023-11-02
4641,59,F,Standard,Term20,44700,2020-03-10
4642,26,M,Standard,Term20,19400,2023-12-25
4643,64,M,Standard,Term20,58100,2019-09-12
4644,27,M,Standard,Term10,63100,2022-05-28
4645,26,F,Standard,Term20,53800,2022-01-15
4646,41,F,Preferred,Term10,188500,2019-02-26
4647,55,M,Standard,Term20,66000,2022-02-06
4648,28,M,Standard,Term20,54500,2019-01-16
4649,37,F,Standard,Term10,80800,2022-08-14
4650,35,F,Standard,Term10,212700,2023-11-22
4651,41,M,Standard,Term10,69700,2019-10-04
4652,65,M,Preferred,Term10,15800,2023-09-05
4653,38,F,Standard,Term20,77600,2022-12-07
4654,33,F,Preferred,Term20,35300,2021-08-27
4655,30,F,Standard,Term10,18900,2019-02-26
4656,33,F,Standard,Term10,165800,2021-06-01
4657,30,M,Standard,Term20,145600,2023-10-12
4658,48,M,Preferred,Term10,34800,2018-06-16
4659,42,M,Preferred,Term10,34900,2023-04-25
4660,45,M,Standard,Term20,65900,2018-06-13
4661,59,M,Preferred,Term10,35200,2023-10-22
4662,48,M,Standard,Term10,55200,2021-05-23
4663,31,M,Standard,Term10,39000,2023-05-15
4664,40,F,Preferred,Term10,47100,2019-06-21
4665,37,M,Standard,Term20,25800,2018-06-02
4666,58,F,Standard,Term20,98300,2020-03-10
4667,37,M,Standard,Term20,123300,2022-04-24
4668,30,M,Preferred,Term20,56400,2022-02-05
4669,55,F,Standard,Term10,58600,2022-10-15
4670,42,F,Preferred,Term10,87300,2022-03-23
4671,28,F,Standard,Term20,59900,2022-12-15
4672,53,M,Preferred,Term10,169000,2023-12-28
4673,33,M,Standard,Term20,27200,2019-09-24
4674,60,M,Standard,Term10,100400,2019-12-03
4675,59,F,Standard,Term10,55900,2018-11-15
4676,40,M,Standard,Term20,30600,2020-10-21
4677,47,M,Standard,Term20,230600,2019-05-21
4678,48,M,Preferred,Term20,250500,2021-11-15
4679,51,F,Standard,Term10,52900,2021-05-12
4680,27,F,Standard,Term10,78200,2021-02-09
4681,38,F,Preferred,Term10,45100,2021-07-10
4682,31,F,Standard,Term20,49700,2023-02-01
4683,53,F,Standard,Term10,30300,2018-02-25
4684,27,F,Standard,Term20,27800,2019-02-21
4685,46,M,Standard,Term10,181000,2020-11-09
4686,54,F,Standard,Term10,58500,2018-01-04
4687,63,M,Preferred,Term20,61700,2022-05-15
4688,36,M,Standard,Term10,36800,2020-09-24
4689,25,M,Standard,Term20,67100,2019-10-28
4690,54,M,Standard,Term10,24300,2021-01-08
4691,25,F,Standard,Term20,37600,2019-11-13
4692,27,F,Standard,Term10,29100,2020-12-17
4693,65,F,Preferred,Term10,130100,2021-12-17
4694,60,F,Standard,Term20,22200,2019-08-08
4695,54,M,Standard,Term20,29500,2022-07-23
4696,59,F,Preferred,Term10,17500,2019-03-20
4697,28,F,Preferred,Term10,35100,2018-02-24
4698,28,M,Preferred,Term10,45400,2020-10-04
4699,37,F,Preferred,Term20,107700,2019-11-19
4700,25,F,Standard,Term20,52400,2022-10-10
4701,61,F,Standard,Term20,46800,2021-08-22
4702,27,F,Preferred,Term20,71700,2018-07-15
4703,47,F,Preferred,Term10,45900,2020-03-15
4704,59,F,Preferred,Term20,254200,2023-02-17
4705,55,M,Standard,Term20,42000,2022-03-07
4706,34,F,Preferred,Term20,76700,2021-05-17
4707,44,M,Standard,Term20,98300,2023-04-25
4708,47,M,Standard,Term10,41300,2018-07-03
4709,56,F,Standard,Term20,66100,2022-10-05
4710,42,M,Standard,Term20,44300,2018-09-01
4711,36,F,Preferred,Term20,70600,2021-10-14
4712,57,M,Standard,Term10,63600,2018-04-07
4713,61,M,Preferred,Term10,55000,2020-12-17
4714,45,M,Standard,Term20,29900,2018-11-02
4715,26,M,Standard,Term20,183200,2019-05-04
4716,45,F,Standard,Term10,85100,2021-04-07
4717,61,M,Standard,Term10,23100,2022-11-19
4718,65,F,Preferred,Term20,46500,2023-12-02
4719,41,F,Standard,Term20,23400,2023-06-15
4720,31,M,Standard,Term10,94600,2018-02-15
4721,48,F,Standard,Term10,59100,2023-08-09
4722,59,M,Standard,Term10,60000,2019-10-03
4723,63,M,Standard,Term10,36100,2023-06-20
4724,27,F,Preferred,Term10,49500,2023-02-12
4725,36,F,Standard,Term10,96000,2023-09-17
4726,44,F,Standard,Term20,112800,2021-10-22
4727,29,M,Preferred,Term10,99500,2022-11-01
4728,61,M,Preferred,Term10,23600,2020-11-22
4729,29,F,Standard,Term20,53500,2018-06-03
4730,52,F,Standard,Term10,69700,2020-04-16
4731,62,F,Preferred,Term20,38500,2019-02-03
4732,53,M,Standard,Term10,22100,2018-02-01
4733,56,F,Standard,Term20,27700,2018-10-12
4734,35,M,Preferred,Term20,147200,2019-12-16
4735,58,M,Preferred,Term10,29300,2022-08-09
4736,42,M,Preferred,Term20,61600,2023-12-08
4737,27,M,Standard,Term20,54500,2023-04-06
4738,40,F,Preferred,Term10,54600,2021-10-16
4739,39,M,Standard,Term20,49400,2023-05-12
4740,46,F,Preferred,Term10,96100,2019-05-26
4741,35,M,Preferred,Term10,61200,2023-08-13
4742,43,F,Standard,Term20,41100,2023-02-17
4743,42,M,Standard,Term10,61700,2018-05-27
4744,38,M,Standard,Term10,27800,2020-06-27
4745,53,M,Preferred,Term10,79700,2019-06-14
4746,37,F,Standard,Term20,39800,2018-09-06
4747,56,M,Preferred,Term10,41200,2019-04-12
4748,35,F,Standard,Term10,81500,2023-02-08
4749,60,F,Standard,Term20,46900,2019-08-14
4750,39,M,Standard,Term20,48500,2021-01-05
4751,26,F,Preferred,Term10,120600,2023-12-12
4752,31,M,Standard,Term20,33400,2022-11-03
4753,58,M,Standard,Term10,80700,2020-05-28
4754,60,M,Standard,Term20,105800,2018-09-01
4755,33,F,Preferred,Term20,120600,2020-07-25
4756,49,F,Preferred,Term10,221000,2019-09-26
4757,48,M,Standard,Term20,40700,2023-03-27
4758,30,M,Standard,Term10,35600,2023-12-13
4759,43,F,Standard,Term10,97800,2019-11-22
4760,53,M,Standard,Term10,105300,2018-07-27
4761,64,F,Preferred,Term10,37300,2022-11-24
4762,59,F,Standard,Term20,80100,2023-04-25
4763,29,M,Standard,Term10,307000,2023-10-14
4764,34,F,Preferred,Term20,63800,2022-11-21
4765,42,M,Standard,Term10,104200,2020-09-06
4766,31,F,Standard,Term20,154200,2020-12-26
4767,48,M,Standard,Term20,268900,2018-03-14
4768,25,F,Standard,Term10,69400,2023-01-08
4769,29,F,Standard,Term10,127000,2023-07-09
4770,26,M,Standard,Term20,37300,2023-04-24
4771,37,M,Standard,Term10,60800,2021-08-06
4772,56,F,Standard,Term10,45800,2023-05-20
4773,32,F,Preferred,Term20,19300,2018-11-08
4774,65,M,Standard,Term20,22900,2020-02-17
4775,36,M,Standard,Term20,77500,2018-12-16
4776,26,M,Standard,Term20,78400,2021-03-18
4777,38,F,Standard,Term10,32000,2018-04-07
4778,55,F,Standard,Term20,152400,2019-01-26
4779,29,M,Standard,Term10,30800,2020-09-25
4780,27,M,Preferred,Term20,69900,2018-09-27
4781,59,M,Standard,Term20,46700,2018-12-14
4782,49,M,Preferred,Term10,63800,2023-02-05
4783,39,F,Standard,Term20,102700,2019-06-16
4784,55,F,Standard,Term10,94300,2023-11-03
4785,59,F,Standard,Term20,91600,2020-01-20
4786,39,M,Standard,Term10,84800,2018-08-08
4787,48,M,Preferred,Term10,27900,2018-03-06
4788,25,M,Preferred,Term10,118300,2022-05-23
4789,37,M,Preferred,Term20,31700,2018-10-19
4790,49,F,Standard,Term10,56200,2023-10-03
4791,33,M,Preferred,Term20,48500,2019-01-25
4792,65,F,Standard,Term10,73900,2021-08-19
4793,64,M,Standard,Term20,44800,2020-05-08
4794,35,F,Standard,Term20,54400,2018-10-12
4795,41,M,Standard,Term10,158200,2022-11-13
4796,32,M,Standard,Term10,27500,2018-11-26
4797,45,M,Preferred,Term20,59800,2022-02-16
